TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
0.0,0.0,23.0,5.041782369428097,,0.0037409873823427233,2.2453913621968216,300.1067810058594,542.7527891221757,33.01172649114231,0.0,
0.0,21.0,39.0,1.2814275029333249,0.0009658427574980075,0.0018859979495246312,1.1320015472309766,1500.5339050292969,539.3065584769954,32.36617771635788,0.0,
0.0,23.0,21.0,4.7256127936643555,0.0016185124636350582,0.0036217899775652096,2.1738474632927574,900.3203430175781,540.8012615526857,32.911154864567465,0.0,
1.0,8193.0,8524.0,16.854265091395163,,0.006839889820358917,4.105394632845321,300.1067810058594,1014.5911113023244,840.7444953357046,0.0,
1.0,8524.0,7914.0,2.5756613882755435,0.001146428451588139,0.002673859477521475,1.6048867213219578,900.3203430175781,1012.1068080035625,841.8537501106572,0.0,
1.0,7914.0,7849.0,0.2881413269381287,0.0027101158053288526,0.0008943282958342371,0.5367879720505376,1500.5339050292969,1011.3431940371039,841.5239029882655,0.0,
2.0,36.0,51.0,1.2445107770527195,0.0010829355289852156,0.0018586324989007068,1.1155764326359352,1500.5339050292969,794.886475445322,25.912771061795574,0.0,
2.0,4.0,3.0,1.8188891569768808,,0.002246970200317282,1.348661987666621,300.1067810058594,797.0980082468831,24.49454530529868,0.0,
2.0,3.0,36.0,2.3895762578079593,0.001131726909233707,0.0025754590151189894,1.5458254292797617,900.3203430175781,795.9333448010777,25.206366060594647,0.0,
3.0,4100.0,4190.0,9.004232422334562,,0.004999396066213734,3.00070532080952,300.1067810058594,1073.8815321188551,432.6957440389531,0.0,
3.0,4190.0,3902.0,7.315234641570406,0.00044917344471528833,0.004506177827228742,2.7046690447391906,900.3203430175781,1071.2622331484888,433.75900014916476,0.0,
3.0,3902.0,3945.0,2.365044417145814,0.0006683870943127831,0.0025622048358262435,1.5378700911149206,1500.5339050292969,1069.1904519657205,433.9648733171732,0.0,
4.0,8197.0,8528.0,6.348947479052729,,0.004198025410276255,2.519711784917618,300.1067810058594,1219.5818873093488,838.8082164314053,0.0,
