,Frame,T,X,Y,Z,Radius,Visibility,Manual spot color,Ellipse center x0,Ellipse center y0,Ellipse short axis,Ellipse long axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index,Quality,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Spot ID,TRACK_ID,Velocity_X,Velocity_Y
271,0.0,0.0,930.7101701328356,143.78350018138454,0.0,12.209740142078543,1.0,,0.5174609770876921,1.8044338559828887,10.089268396703313,17.755015356790985,1.2260279900625954,1.759792153273717,468.3415778390475,94.5893711918968,0.6577909619609764,0.9299496644295318,4.37080046911756,1111.0,527.3678990081154,539.0,219.0,762.0,584851.0,104.27040614074127,-0.3940627118231831,-6.57840010137257,271.0,271.0,,
272,0.0,0.0,853.3783998432799,145.68272926424197,0.0,14.238598131037019,1.0,,-0.040330171103124555,0.003283965223212358,11.393261696335543,18.843111732371217,1.779527038125187,1.6538821133575643,636.9191958433585,102.05179356614876,0.7685160083702935,0.9478151524677756,4.043695761514808,1514.0,518.1573705179283,526.0,273.0,694.0,780345.0,73.23025945009172,-0.40795831282812417,-9.751346807497217,272.0,272.0,,
273,0.0,0.0,546.625377886049,144.91553579506484,0.0,15.306033080914997,1.0,,0.5557089140641469,0.09874483751996196,14.78737603710922,17.10189743273667,-1.0293079687865032,1.1565200877978021,735.9955151967699,109.99820286120183,0.7643879858254082,0.9537366548042698,4.054599904180602,1746.0,519.3678160919541,526.0,360.0,661.0,903700.0,59.73543644986407,-0.40076646802521704,-11.6296932025069,273.0,273.0,,
274,0.0,0.0,753.0930400698526,143.08967777528267,0.0,13.179100735245775,1.0,,-0.25206717014477875,0.022537587610226634,10.783347304012718,16.61002600061521,1.3475327269200041,1.540340446461764,545.659131961326,94.35983048998492,0.770117491878769,0.9573758339510746,4.03948907723321,1295.0,533.6228748068006,551.0,312.0,667.0,690508.0,66.00401897174187,-0.4028891367408734,-10.909997184713527,274.0,274.0,,
275,0.0,0.0,977.9365671773975,142.01721838072618,0.0,14.941445544114215,1.0,,-0.15701164781177132,0.3054450729030547,13.115359693505384,18.323931062634852,0.4936238749665929,1.3971352285296992,701.3504909452571,103.24814049203907,0.8267619709488588,0.9693430656934295,3.898653929721706,1663.0,521.8124246079614,526.0,330.0,813.0,865165.0,81.31359927285678,-0.40236787280521746,-8.641130962130735,275.0,275.0,,
276,0.0,0.0,1183.993243551342,137.76184288750366,0.0,9.262941294843566,1.0,,-0.012850788310560662,0.13688394876655202,9.428257245415589,9.732519214610234,-1.4945997945267555,1.0322712842124233,269.5551886885991,61.17025357990619,0.9052676443858253,0.9845679012345706,3.72577335796888,634.0,520.0455259026687,520.0,229.0,891.0,331269.0,158.05941721604017,-0.420983008845805,-4.784364324099704,276.0,276.0,,
277,0.0,0.0,945.1552009341967,139.73794934118274,0.0,11.377292967282164,1.0,,0.4323404425630363,0.723741937808364,9.02769973258564,16.577427492572575,0.732066318016885,1.8362847661775967,406.65653465952516,90.31865977852246,0.6264445718060966,0.9487432232626909,4.478819978845001,958.0,518.7806652806653,534.0,258.0,709.0,499067.0,97.39438218896969,-0.41545613665108755,-7.571604890677956,277.0,277.0,,
278,0.0,0.0,1276.6034857296786,138.50105302427764,0.0,9.417724294348092,1.0,,0.14326061146094632,0.08146226003739579,7.7455956695142785,12.82884716377622,0.7860785633435998,1.6562763809462713,278.63894504722685,66.81334243308234,0.7843777832528291,0.9496040316774617,4.002600911281369,657.0,540.5,563.0,312.0,785.0,356730.0,100.81996905796873,-0.39262441142029475,-6.931051081250188,278.0,278.0,,
279,0.0,0.0,729.8003751469771,145.88221845415518,0.0,14.673517632306595,1.0,,-0.5655478857497371,-0.07924928828547495,12.555077733311396,18.36426513107088,2.206091815895321,1.4626962509635784,676.4229734959985,103.8263484985691,0.7885206156968422,0.9538278224605304,3.992072370685108,1600.0,544.1638524077548,532.0,284.0,765.0,870118.0,98.49306713932394,-0.4080666851385122,-7.617498540704675,279.0,279.0,,
280,0.0,0.0,1042.5031217007918,139.5176224662236,0.0,11.171527538212706,1.0,,-0.04103581367288252,0.07669869757242606,9.977024683080598,12.878942843248673,0.3507799973586918,1.2908600762599347,392.0802744561447,80.25511286708581,0.7649612531853023,0.9340714645193742,4.053080346548863,930.0,533.0172043010753,542.0,277.0,897.0,495706.0,120.09466003052938,-0.4010970934891553,-5.9448461510731665,280.0,280.0,,
281,0.0,0.0,68.35375790736853,138.50057916940796,0.0,10.82610582562163,1.0,,0.39231637813447495,0.4702429494858588,11.33845214971953,12.358783136031347,-0.8799557488548532,1.089988560417134,368.20900774626017,81.53029509321723,0.6960913616815018,0.8829787234042549,4.24885401787828,876.0,478.26261467889907,492.0,314.0,633.0,417045.0,83.91080265853547,-0.4014326073300226,-7.6450115450342295,281.0,281.0,,
282,0.0,0.0,210.09601692983165,142.88367684366773,0.0,10.340038043306011,1.0,,-0.3351667953985234,-0.04265569549146347,8.503898132455049,13.214169623887498,0.6623629519531447,1.553895568604678,335.88773512137334,75.04453744113785,0.7494899951458562,0.9453032104637334,4.094699279550469,794.0,494.19874213836476,505.0,254.0,789.0,392888.0,112.57709700110696,-0.43701841957000476,-6.815333967568101,282.0,282.0,,
283,0.0,0.0,815.0777180662478,145.3510610988318,0.0,11.657535085681918,1.0,,-0.11963651836835187,-0.26245854188241347,10.843650704969418,13.590333054930774,-1.3607114406756045,1.2532986744678716,426.93654885553235,83.9864578744512,0.7605971059099859,0.9413134606427579,4.064691578757194,1014.0,522.8596837944664,542.0,298.0,664.0,529134.0,83.3941464066571,-0.4133109816568294,-8.833820479434404,283.0,283.0,,
284,0.0,0.0,148.26442041972126,143.98053110072837,0.0,15.638504701045028,1.0,,0.4347927400199155,-0.4937503834131992,15.57093900344118,17.74641034433135,3.074215949540534,1.1397135612957823,768.3167878216574,111.3980286289382,0.7780279089167981,0.9459037711313388,4.018901332427379,1818.0,525.5451045104511,542.0,249.0,682.0,955441.0,85.90179723373521,-0.4127015764303251,-8.598348292990062,284.0,284.0,,
