LABEL,TRACK_INDEX,TRACK_ID,NUMBER_SPOTS,NUMBER_GAPS,NUMBER_SPLITS,NUMBER_MERGES,NUMBER_COMPLEX,LONGEST_GAP,TRACK_DURATION,TRACK_START,TRACK_STOP,TRACK_DISPLACEMENT,TRACK_X_LOCATION,TRACK_Y_LOCATION,TRACK_Z_LOCATION,TRACK_MEAN_SPEED,TRACK_MAX_SPEED,TRACK_MIN_SPEED,TRACK_MEDIAN_SPEED,TRACK_STD_SPEED,TRACK_MEAN_QUALITY,TOTAL_DISTANCE_TRAVELED,MAX_DISTANCE_TRAVELED,CONFINEMENT_RATIO,MEAN_STRAIGHT_LINE_SPEED,LINEARITY_OF_FORWARD_PROGRESSION,MEAN_DIRECTIONAL_CHANGE_RATE
Label,Track index,Track ID,Number of spots in track,Number of gaps,Number of split events,Number of merge events,Number of complex points,Longest gap,Track duration,Track start,Track stop,Track displacement,Track mean X,Track mean Y,Track mean Z,Track mean speed,Track max speed,Track min speed,Track median speed,Track std speed,Track mean quality,Total distance traveled,Max distance traveled,Confinement ratio,Mean straight line speed,Linearity of forward progression,Mean directional change rate
Label,Index,ID,N spots,N gaps,N splits,N merges,N complex,Lgst gap,Duration,Track start,Track stop,Track disp.,Track X,Track Y,Track Z,Mean sp.,Max speed,Min speed,Med. speed,Std speed,Mean Q,Total dist.,Max dist.,Cfn. ratio,Mn. v. line,Fwd. progr.,Mn. ? rate
,,,,,,,,,(frame),(frame),(frame),(pixel),(pixel),(pixel),(pixel),(pixel/frame),(pixel/frame),(pixel/frame),(pixel/frame),(pixel/frame),(quality),(pixel),(pixel),,(pixel/frame),,(rad/frame)
Track_8,8,8,11,0,0,0,0,0,10.0,0.0,10.0,0.0,509.43278365354587,34.14982077095102,0.0,0.8235143999222114,1.4355560083765153,0.40327057739874334,0.7853498670412984,0.33728868862127337,1079.4545454545455,8.235143999222116,2.1830040415681857,0.0,0.0,0.0,1.9674916862727625
Track_9,9,9,11,0,0,0,0,0,10.0,0.0,10.0,0.0,682.9857831125679,342.5825272971796,0.0,3.2464699673752895,9.24891975722697,0.11228426000263943,1.2936417540164131,3.6540174478876435,1088.090909090909,32.464699673752904,8.070561199919155,0.0,0.0,0.0,1.549195709309879
Track_10,10,10,11,0,0,0,0,0,10.0,0.0,10.0,0.0,356.8549747297447,35.237930144370566,0.0,2.2818663707416595,10.66949565217428,0.5990538865868869,1.518089755356042,3.0887142957526867,650.8181818181819,22.818663707416597,10.66949565217428,0.0,0.0,0.0,0.7226193873858092
Track_11,11,11,11,0,0,0,0,0,10.0,0.0,10.0,0.0,322.9214184321831,215.94104723856697,0.0,2.301182726451237,11.239614215731926,0.48073095751940303,1.3708320894710626,3.179111580663651,1470.8181818181818,23.01182726451237,11.239614215731926,0.0,0.0,0.0,0.7700677040448528
Track_12,12,12,11,0,0,0,0,0,10.0,0.0,10.0,0.0,289.3352423450833,209.6229706809262,0.0,1.7082196698047885,7.192366199935433,0.35133090833777336,1.1014484027268527,2.001682797634517,525.5454545454545,17.082196698047884,7.192366199935433,0.0,0.0,0.0,1.4613004378348793
Track_13,13,13,11,0,0,0,0,0,10.0,0.0,10.0,0.0,397.90090082171315,335.61173658398036,0.0,1.210058790657742,2.904601882238165,0.10190132498733798,1.0995494727072848,0.7954661842387629,979.8181818181819,12.100587906577422,3.7756855076389364,0.0,0.0,0.0,1.5759402670355245
Track_14,14,14,11,0,0,0,0,0,10.0,0.0,10.0,0.0,339.5734893332797,29.678804585632157,0.0,2.7723650410326166,13.068340034924326,0.14171382519423562,2.085700968371574,3.717956892089235,583.1818181818181,27.72365041032616,13.109177202929098,0.0,0.0,0.0,0.873251937975353
Track_15,15,15,11,0,0,0,0,0,10.0,0.0,10.0,0.0,531.3532558335093,204.49144511452076,0.0,2.649439764687952,10.905903493826425,0.6282116346904105,2.11261060883544,3.0392451680126635,543.3636363636364,26.494397646879516,10.905903493826425,0.0,0.0,0.0,1.364348557062729
Track_16,16,16,11,0,0,0,0,0,10.0,0.0,10.0,0.0,568.0183362423478,339.42672368286276,0.0,1.259202828780659,4.288820751668017,0.10230887493899084,0.9023992787531554,1.1468551156119389,1449.5454545454545,12.592028287806588,4.288820751668017,0.0,0.0,0.0,1.2331715868290827
Track_17,17,17,11,0,0,0,0,0,10.0,0.0,10.0,0.0,310.5591327362735,93.0744367516249,0.0,1.2271762733640788,3.829278427219209,0.238668298003,0.8132507534736992,1.1522848972638082,685.8181818181819,12.27176273364079,3.9637692619744858,0.0,0.0,0.0,2.034389801067216
Track_18,18,18,10,0,0,0,0,0,9.0,0.0,9.0,15.120903331741319,613.4499193479624,205.53907753633857,0.0,1.983744313608784,3.399047297257662,0.6509635652081585,1.877667618031904,0.8213861310689093,748.5,17.85369882247906,15.120903331741319,0.8469339312872826,1.6801003701934798,0.8469339312872828,0.9961269815281621
Track_19,19,19,4,0,0,0,0,0,3.0,0.0,3.0,14.980963911244473,215.69225849824755,98.41260862092642,0.0,5.622621037042681,13.17270578003405,0.7465223162393693,2.9486350148546228,6.6306228820612265,951.25,16.86786311112804,14.980963911244473,0.8881364410267981,4.993654637081491,0.8881364410267981,2.1539640112311016
Track_20,20,20,11,0,0,0,0,0,10.0,0.0,10.0,0.0,510.60709156808804,93.34408828186656,0.0,1.4125947142985242,3.3797499772235016,0.4632983150395077,1.1170714097920709,0.9659883189750879,1197.909090909091,14.125947142985243,3.593050326937966,0.0,0.0,0.0,1.652222588596213
Track_21,21,21,10,0,0,0,0,0,9.0,0.0,9.0,18.797648166502796,253.27540808339455,217.12711293443346,0.0,3.788743872801748,10.93015383882497,0.2563006854198997,2.3805690568782882,3.8511253430905708,720.7,34.098694855215726,21.775336209461923,0.5512717787680227,2.088627574055866,0.5512717787680226,1.5879241829616175
Track_22,22,22,11,0,0,0,0,0,10.0,0.0,10.0,0.0,536.9669297455754,576.1083207666469,0.0,1.4835012492739175,6.19033025860602,0.6133963794514028,0.969739932667021,1.6882132873101474,930.3636363636364,14.835012492739175,7.038947183694148,0.0,0.0,0.0,0.8623205435156639
Track_23,23,23,15,0,0,1,0,0,10.0,0.0,10.0,0.0,174.13717121234146,103.12674553933925,0.0,4.142277891372241,12.38458717049949,0.1303432664059081,2.6148196485456334,3.9629908745200475,998.2,57.99189047921137,26.369849702891454,0.0,0.0,0.0,1.0560566414930272
Track_24,24,24,11,0,0,0,0,0,10.0,0.0,10.0,0.0,558.2170694747522,31.017462151431605,0.0,2.3105471210420374,10.04672362375285,0.13188177766207215,2.161762365946617,2.8503373310275206,704.3636363636364,23.105471210420383,10.04672362375285,0.0,0.0,0.0,1.1117487001603408
Track_25,25,25,8,0,0,0,0,0,7.0,0.0,7.0,19.432290629441255,353.7481352190226,216.7014515241459,0.0,2.8328404743125013,5.014774260287983,1.4747389508084314,2.6266184705304556,1.182749986033535,1630.375,19.829883320187506,19.432290629441255,0.9799498219769408,2.7760415184916076,0.9799498219769406,0.2774143790618328
Track_26,26,26,11,0,0,0,0,0,10.0,0.0,10.0,30.612933215438474,588.1451629210741,568.1005608110981,0.0,3.486086067628877,13.743334615962056,0.37087844655536056,3.214107084136864,3.7760010317845802,905.0909090909091,34.860860676288766,30.612933215438474,0.8781462253529616,3.0612933215438476,0.8781462253529616,0.4292449574090877
Track_27,27,27,11,0,0,0,0,0,10.0,0.0,10.0,0.0,460.6421053925446,103.87448449837021,0.0,1.616313694859608,4.637752645502152,0.46007783768342336,1.128009196226812,1.2169664150734534,871.0,16.16313694859608,4.637752645502152,0.0,0.0,0.0,1.6851786148212715
Track_28,28,28,11,0,0,0,0,0,10.0,0.0,10.0,0.0,478.76460255210526,581.7337423721564,0.0,1.1693443408351694,4.277114352702019,0.12142072746013553,0.8382988012503234,1.1530224682545551,909.9090909090909,11.693443408351694,4.277114352702019,0.0,0.0,0.0,1.7897331922302702
Track_29,29,29,11,0,0,0,0,0,10.0,0.0,10.0,0.0,243.9979477446421,95.58756087368133,0.0,2.53310951590107,9.995905288525996,0.13613908531450775,1.9396471933286905,2.7955765318204824,668.4545454545455,25.331095159010697,9.995905288525996,0.0,0.0,0.0,1.1113877823629315
Track_30,30,30,11,0,0,0,0,0,10.0,0.0,10.0,0.0,561.3477977796746,215.6760196498266,0.0,1.9868758114915486,7.361341614805354,0.4131165128718084,1.556266452939811,1.9793863352901329,950.0,19.868758114915487,7.361341614805354,0.0,0.0,0.0,1.3815849065411665
Track_31,31,31,11,0,0,0,0,0,10.0,0.0,10.0,0.0,305.1186851001455,577.1495855168679,0.0,2.4054410043619776,10.854007031587933,0.20878253005929126,1.6865606310364387,3.1332575478842,756.2727272727273,24.05441004361977,10.854007031587933,0.0,0.0,0.0,1.1047549515378972
Track_32,32,32,11,0,0,0,0,0,10.0,0.0,10.0,0.0,341.50328153750917,96.50764448620409,0.0,1.4763666990652673,6.485121109096663,0.5313515009435033,0.9123671748846721,1.7855903638410666,549.1818181818181,14.763666990652672,6.485121109096663,0.0,0.0,0.0,1.32384296768351
Track_33,33,33,11,0,0,0,0,0,10.0,0.0,10.0,0.0,432.46510342674605,213.420575429978,0.0,2.528636307355243,11.518469141519576,0.4913147309494612,2.0962249847273013,3.254412049999688,803.2727272727273,25.286363073552433,12.012822675748783,0.0,0.0,0.0,0.9578675343371779
Track_34,34,34,11,0,0,0,0,0,10.0,0.0,10.0,0.0,414.34125229194666,99.27367847673013,0.0,2.3267142968528014,7.414108612068723,0.49320250177633795,1.3807321419340066,2.4521807593376197,567.3636363636364,23.267142968528013,8.90954594711687,0.0,0.0,0.0,1.1407119208712484
Track_35,35,35,11,0,0,0,0,0,10.0,0.0,10.0,0.0,349.9476540096761,333.5642928737547,0.0,2.207433400161897,8.782003309315044,0.34130773086873095,1.7000125889038604,2.4019645471033377,586.5454545454545,22.07433400161897,9.163898863728765,0.0,0.0,0.0,1.1353140904916053
Track_36,36,36,10,0,0,0,0,0,9.0,0.0,9.0,19.84882049000898,412.5455689686208,590.4545259337976,0.0,4.981557244987882,12.395927778465634,0.14099468378138322,2.4704169529590345,5.0598321904348715,941.0,44.83401520489093,19.84882049000898,0.442717887284913,2.2054244988898866,0.44271788728491296,1.1603617173002805
Track_37,37,37,11,0,0,0,0,0,10.0,0.0,10.0,0.0,482.70486345885837,99.00528355573924,0.0,1.403433048123498,4.6599279663289535,0.39057074768128647,1.0662036596050717,1.2202464890441924,668.0,14.034330481234981,5.793622469733702,0.0,0.0,0.0,1.296109576737359
Track_38,38,38,11,0,0,0,0,0,10.0,0.0,10.0,0.0,453.02247057980026,337.1881088702769,0.0,2.0349553426739906,6.667755649183415,0.5408526982147827,1.5065692928771781,1.9438516105408241,744.7272727272727,20.349553426739906,8.012903855402866,0.0,0.0,0.0,1.1264097193039335
Track_39,39,39,11,0,0,0,0,0,10.0,0.0,10.0,0.0,237.07226743247313,582.2676078378145,0.0,4.54449007861915,13.259893933331997,0.8806611557771001,2.1579656611110627,4.912340606926123,881.3636363636364,45.444900786191496,13.259893933331997,0.0,0.0,0.0,1.174724191446574
Track_40,40,40,11,0,0,0,0,0,10.0,0.0,10.0,0.0,284.3825571242891,98.86042863087997,0.0,1.7208664437356074,4.607218268638958,0.2937178518938984,1.6108886930820312,1.2235938653329619,558.9090909090909,17.208664437356074,4.607218268638958,0.0,0.0,0.0,1.5783922186411736
Track_41,41,41,10,0,0,0,0,0,9.0,0.0,9.0,17.3054891268633,387.37652880473695,578.2350590057589,0.0,1.9935119173412124,4.240527505045861,0.598026760822317,1.9607082417927522,1.3351374968885439,448.0,17.941607256070913,17.3054891268633,0.9645450867289289,1.9228321252070333,0.964545086728929,0.2945153502655178
Track_42,42,42,11,0,0,0,0,0,10.0,0.0,10.0,0.0,478.314704786095,329.83310753556674,0.0,2.0086591006933228,8.898489622494552,0.5811212494065897,1.1991158826705202,2.477501061334989,575.1818181818181,20.086591006933226,8.898489622494552,0.0,0.0,0.0,0.9688990016639676
Track_43,43,43,11,0,0,0,0,0,10.0,0.0,10.0,0.0,461.26680732843835,217.1309127188356,0.0,1.8405991658798113,8.685815833299312,0.22657258855507875,1.0797367277840724,2.4574830469901316,725.7272727272727,18.405991658798115,8.685815833299312,0.0,0.0,0.0,0.7581153403671045
Track_44,44,44,11,0,0,0,0,0,10.0,0.0,10.0,0.0,604.4817167113043,337.3747109767997,0.0,1.4892201110675922,6.060152004408244,0.03673633262744816,0.9266939226309764,1.774369802270186,712.7272727272727,14.892201110675924,6.060152004408244,0.0,0.0,0.0,1.5908718396113715
Track_45,45,45,11,0,0,0,0,0,10.0,0.0,10.0,0.0,560.5579176851617,594.5268356029184,0.0,3.6853869620194497,14.11216935129587,0.944860259895257,2.8890277326431923,3.7812422821859,1003.2727272727273,36.853869620194494,14.11216935129587,0.0,0.0,0.0,1.7063722565073987
Track_46,46,46,11,0,0,0,0,0,10.0,0.0,10.0,0.0,365.25309194565375,585.7226591510087,0.0,1.8589273920314278,7.49141669653325,0.2301785758432068,1.262731712107709,2.193333513800022,538.2727272727273,18.58927392031428,8.378587169402142,0.0,0.0,0.0,1.1560710409954291
Track_47,47,47,11,0,0,0,0,0,10.0,0.0,10.0,0.0,143.69181967586098,342.1079104301771,0.0,1.810340935441416,3.810598151580832,0.3525805756439151,1.7227733504005431,1.0613735844361185,993.0909090909091,18.103409354414158,8.352836585315217,0.0,0.0,0.0,0.7463947064679083
Track_48,48,48,11,0,0,0,0,0,10.0,0.0,10.0,0.0,485.81549179502196,349.6771021692255,0.0,2.0618468448620604,8.09930239517024,0.819076928526623,1.6063770268281798,2.1566934036663556,800.5454545454545,20.618468448620604,8.09930239517024,0.0,0.0,0.0,1.4098353268276624
Track_49,49,49,11,0,0,0,0,0,10.0,0.0,10.0,0.0,523.51958379001,598.2019622311104,0.0,1.4790254362638486,5.3144953220177875,0.23484783102107282,1.0845946816863932,1.4948371555487519,623.7272727272727,14.790254362638487,6.160652230133474,0.0,0.0,0.0,0.9960708131681343
Track_50,50,50,10,0,0,0,0,0,9.0,0.0,9.0,16.744273214342115,511.7597052027569,342.1530344987367,0.0,1.9351842302657492,3.069290338132121,0.3870014798458967,1.945434852839864,0.9117124891112509,963.4,17.416658072391737,16.744273214342115,0.961394151779585,1.8604748015935684,0.9613941517795846,0.4076410859224993
Track_51,51,51,11,0,0,0,0,0,10.0,0.0,10.0,29.364160276127144,496.60991152607863,603.2807834499437,0.0,3.111156661232653,11.994166172561416,0.32649531643503504,1.1279228435742266,4.548973334397427,888.1818181818181,31.111566612326527,29.364160276127144,0.9438341900948487,2.9364160276127143,0.9438341900948486,0.5668237377444719
Track_52,52,52,11,0,0,0,0,0,10.0,0.0,10.0,0.0,491.8192249851645,224.9326735098186,0.0,1.4518360502694265,5.9426733526953415,0.29309499427371716,1.0012841123936627,1.6898241651254455,913.0,14.518360502694266,5.9426733526953415,0.0,0.0,0.0,1.0718231195556516
Track_53,53,53,11,0,0,0,0,0,10.0,0.0,10.0,0.0,259.67891155484506,591.3173825622168,0.0,2.6144926614625037,12.18005804844572,0.4554856214821978,1.6775105222042228,3.4274974253259334,600.3636363636364,26.14492661462504,12.18005804844572,0.0,0.0,0.0,0.9011030362217018
Track_54,54,54,13,0,0,1,0,0,10.0,0.0,10.0,27.154698822268934,191.39671086985163,342.8486944185215,0.0,3.830496062621416,13.544851742313517,0.2033519417545115,1.8161698940219255,4.925260713342013,1121.3076923076924,45.965952751456996,27.75779143916231,0.5907567927308589,2.7154698822268934,0.7089081512770308,0.9833932545534103
Track_55,55,55,11,0,0,0,0,0,10.0,0.0,10.0,0.0,589.8464368741221,225.23601454902854,0.0,1.26324443037056,2.988145826795703,0.3681589777302879,0.9980471815356482,0.8306858389271117,972.9090909090909,12.6324443037056,4.209699361043616,0.0,0.0,0.0,1.3199129575383368
Track_56,56,56,11,0,0,0,0,0,10.0,0.0,10.0,0.0,446.0038841114138,598.2920688032609,0.0,1.7778131489591957,7.532192483775541,0.43792764323917444,1.3628539485781066,2.105966809347176,1040.3636363636363,17.77813148959196,7.815043356827343,0.0,0.0,0.0,1.1160912779918575
Track_57,57,57,11,0,0,0,0,0,10.0,0.0,10.0,0.0,281.83114972247387,595.8096978383925,0.0,2.628792785267221,12.622390767365548,0.4883677698655947,1.6283044531898663,3.635050042331344,529.0909090909091,26.28792785267221,12.622390767365548,0.0,0.0,0.0,0.8541670746037078
Track_58,58,58,11,0,0,0,0,0,10.0,0.0,10.0,0.0,273.8951422830262,221.6722226844491,0.0,1.7880552370458185,4.090748588966825,0.41864191337578927,1.7151641223154748,1.1327458897644653,411.6363636363636,17.880552370458187,4.8440272559577044,0.0,0.0,0.0,1.3257228533169472
Track_59,59,59,11,0,0,0,0,0,10.0,0.0,10.0,0.0,335.51778224226615,351.0456224223072,0.0,1.2981302197506435,2.743961178928569,0.5099704340751123,1.143028147607353,0.6898286813962259,771.4545454545455,12.981302197506434,4.700769131189066,0.0,0.0,0.0,0.990314436066086
Track_60,60,60,11,0,0,0,0,0,10.0,0.0,10.0,0.0,428.9505445647648,344.92733025944375,0.0,1.6290404381266494,6.446586172171865,0.3417493765113396,1.103265304368632,1.8349448386902159,574.4545454545455,16.290404381266494,7.410045266250693,0.0,0.0,0.0,1.0729918381007375
Track_61,61,61,11,0,0,0,0,0,10.0,0.0,10.0,21.36498218060255,389.06838444830504,599.5558307492201,0.0,2.593700237162804,10.425472261712477,1.0594357296621113,1.8299722268158205,2.7842379572758977,594.2727272727273,25.937002371628047,21.36498218060255,0.82372596009681,2.1364982180602548,0.82372596009681,0.6397914233534852
Track_62,62,62,11,0,0,0,0,0,10.0,0.0,10.0,0.0,137.16933445382327,233.5035044118288,0.0,1.7868771440299314,8.544716100123722,0.3567544580415232,1.0870378863800678,2.424028292508678,1421.5454545454545,17.868771440299316,8.544716100123722,0.0,0.0,0.0,0.7413011284852812
Track_63,63,63,11,0,0,0,0,0,10.0,0.0,10.0,0.0,374.881357245915,352.9584323715477,0.0,2.532196312917522,11.92091209701143,0.8535793942839848,1.6078767180603692,3.321239067506888,919.4545454545455,25.32196312917522,11.92091209701143,0.0,0.0,0.0,0.7543890240395322
Track_64,64,64,8,0,0,0,0,0,7.0,0.0,7.0,1.3953930917615203,195.05774611525467,225.674880821388,0.0,0.9353356790046369,1.4003407637188776,0.5903373720617958,0.7461498630927152,0.3467667321866427,533.625,6.547349753032457,1.7358265401126824,0.21312334675801195,0.19934187025164576,0.21312334675801192,1.7358934208233503
Track_65,65,65,11,0,0,0,0,0,10.0,0.0,10.0,0.0,196.54644416905015,606.0339492723897,0.0,2.345949931431181,11.423215291937773,0.047140905304805886,1.6821210076989057,3.239431589427685,1359.4545454545455,23.45949931431181,11.423215291937773,0.0,0.0,0.0,0.7194317370912663
Track_66,66,66,10,0,0,0,0,0,9.0,0.0,9.0,16.420925971152148,229.0061246951487,359.41531867807237,0.0,2.094341053794504,3.2425486105849086,1.144165655043916,1.8855230609058764,0.7848986202538653,1172.9,18.849069484150533,16.420925971152148,0.8711796614129881,1.8245473301280164,0.871179661412988,0.4737075382175622
Track_67,67,67,11,0,0,0,0,0,10.0,0.0,10.0,0.0,515.4569146326853,225.5261159521533,0.0,2.5688197517227316,11.183698732330258,0.5968078496017964,1.355074502600359,3.2405490177591965,430.09090909090907,25.688197517227316,11.183698732330258,0.0,0.0,0.0,1.2530077947558145
Track_68,68,68,11,0,0,0,0,0,10.0,0.0,10.0,0.0,304.9909578851743,605.3742167744721,0.0,1.6001820449717477,6.665551915474077,0.43057840510221423,0.8713629693053117,1.927722487575636,538.4545454545455,16.001820449717478,6.665551915474077,0.0,0.0,0.0,0.9660966417481538
Track_69,69,69,11,0,0,0,0,0,10.0,0.0,10.0,0.0,277.28999412493255,354.4103666305516,0.0,3.1719494999375684,14.962882359538392,0.446275762311283,2.2911132857032674,4.261725877407559,797.1818181818181,31.719494999375684,15.401741020761003,0.0,0.0,0.0,0.7672343558411712
Track_70,70,70,11,0,0,0,0,0,10.0,0.0,10.0,0.0,405.4612534973205,233.54346487881747,0.0,1.732977023713382,6.520799906819664,0.24633263351927315,1.2521470304959494,1.8633655402937759,939.9090909090909,17.329770237133822,6.794251639978977,0.0,0.0,0.0,1.280844097193776
Track_71,71,71,11,0,0,0,0,0,10.0,0.0,10.0,0.0,329.1457740036445,609.9773386740939,0.0,2.725338118549412,12.11677568866867,1.0905032181994407,1.937688105503813,3.325081534490416,754.8181818181819,27.25338118549412,12.11677568866867,0.0,0.0,0.0,1.0802038284678652
Track_72,72,72,10,0,0,0,0,0,9.0,0.0,9.0,11.10909761250178,685.6067079738358,229.99477156990196,0.0,1.461716353798471,2.868834114463322,0.29467782680143734,1.1980063661604612,0.8334644118741463,530.4,13.15544718418624,11.10909761250178,0.8444484977945627,1.2343441791668643,0.8444484977945627,0.5309467257527046
Track_73,73,73,10,0,0,0,0,0,9.0,0.0,9.0,16.110705080543767,537.0173181990389,356.657117703166,0.0,3.3613220528444896,7.512930279334868,0.6248349522331037,2.48523240842468,2.2813355906693156,944.2,30.251898475600402,16.110705080543767,0.5325518692169954,1.7900783422826407,0.5325518692169953,1.2016634155721717
Track_74,74,74,9,0,0,0,0,0,8.0,0.0,8.0,4.773446701721306,481.10588098886416,622.6596570819929,0.0,0.9684864995342777,1.8717407747198647,0.31948341793023194,0.8539018194124698,0.4799284667899916,755.7777777777778,7.7478919962742205,4.773446701721306,0.6160961851322585,0.5966808377151632,0.6160961851322584,1.3197213453889005
Track_75,75,75,11,0,0,0,0,0,10.0,0.0,10.0,0.0,312.81973600195556,363.5971702032243,0.0,0.97773084186347,1.7766241597949994,0.4246419475019404,1.0043533233374569,0.434334135646848,684.0,9.7773084186347,2.3232138375048907,0.0,0.0,0.0,1.4146945480281594
Track_76,76,76,10,0,0,0,0,0,9.0,0.0,9.0,15.148959343878627,226.85909884083298,611.3030105382705,0.0,1.7816743552071777,4.861455390122352,0.769469085706773,1.6097300138744144,1.2308931150118918,587.9,16.035069196864598,15.148959343878627,0.9447392560576392,1.683217704875403,0.9447392560576391,0.6105696821313645
Track_77,77,77,11,0,0,0,0,0,10.0,0.0,10.0,0.0,379.19307630331514,240.9115468697003,0.0,1.5560118968754004,7.347274136036584,0.11064665791236206,0.8841269856603831,2.1546224098829545,1332.8181818181818,15.560118968754008,7.347274136036584,0.0,0.0,0.0,1.0557887992057406
Track_78,78,78,11,0,0,0,0,0,10.0,0.0,10.0,0.0,252.9079837911717,614.3151070607234,0.0,2.5150920883094243,9.888244012240053,0.88985016249078,1.6887165997468707,2.6844368193891506,562.9090909090909,25.150920883094244,9.888244012240053,0.0,0.0,0.0,1.6032483390540242
Track_79,79,79,11,0,0,0,0,0,10.0,0.0,10.0,0.0,102.10097419060253,361.8239155246984,0.0,1.9480791141544722,4.136709080337712,0.6334471834179811,2.135110472196153,1.2775686376796986,1137.2727272727273,19.48079114154472,7.437308095558031,0.0,0.0,0.0,1.046471682108574
Track_80,80,80,10,0,0,0,0,0,9.0,0.0,9.0,16.444095496123442,569.8356734592198,624.246710045457,0.0,2.9583786282020044,7.017820342716432,0.7939208892950979,2.50466276833711,1.9527536059210617,944.0,26.62540765381804,16.444095496123442,0.6176091540053993,1.8271217217914935,0.6176091540053993,0.7860985557576451
Track_81,81,81,10,1,0,0,0,1,10.0,0.0,10.0,0.0,556.1773669070496,114.2795051441396,0.0,2.894531630800973,6.497029448384071,0.8842187726959546,2.395178284648104,1.8776436677701123,1207.8,28.935622621204853,6.497029448384071,0.0,0.0,0.0,1.9278163656737897
Track_82,82,82,11,0,0,0,0,0,10.0,0.0,10.0,0.0,164.8094963318501,244.58888452915744,0.0,1.5643405040677079,5.648144963269981,0.8233915796991694,1.075796381824807,1.4565816480497413,1075.2727272727273,15.64340504067708,5.849316135674746,0.0,0.0,0.0,1.0061309728440904
Track_83,83,83,11,0,0,0,0,0,10.0,0.0,10.0,0.0,420.4001206660095,365.2035952187704,0.0,1.0959084104268073,3.146915188270543,0.1059007737466939,1.0314545489259346,0.8737263039214416,931.4545454545455,10.95908410426807,3.9798681848879105,0.0,0.0,0.0,1.4385172174053005
Track_84,84,84,11,0,0,0,0,0,10.0,0.0,10.0,0.0,257.0541998158582,116.7244518254683,0.0,2.4448240069298817,8.504606099715403,0.6378737546018771,2.1742181004728764,2.2743150769333895,924.4545454545455,24.44824006929882,8.504606099715403,0.0,0.0,0.0,0.7359355972610602
Track_85,85,85,11,0,0,0,0,0,10.0,0.0,10.0,0.0,510.59844155342125,628.6872126265877,0.0,3.865800081076319,7.728043279738945,0.5540968831501611,4.011073202007345,2.6685851886006806,806.9090909090909,38.65800081076319,7.728043279738945,0.0,0.0,0.0,1.2839538571984468
Track_86,86,86,11,0,0,0,0,0,10.0,0.0,10.0,0.0,538.8211446023787,237.18035583133417,0.0,3.407475072137008,14.985444883931253,0.33862912079405527,2.6786984765991337,4.267982535462874,881.8181818181819,34.07475072137009,14.985444883931253,0.0,0.0,0.0,1.166076953620076
Track_87,87,87,10,0,0,0,0,0,9.0,0.0,9.0,15.511319866108645,291.0845879272355,454.14479398825324,0.0,1.9669541977893001,4.119959329405235,0.8398995472820509,1.8736542406799952,0.910383711779246,891.6,17.702587780103705,15.511319866108645,0.8762176501416437,1.7234799851231828,0.8762176501416439,0.5316868994493473
Track_88,88,88,11,0,0,0,0,0,10.0,0.0,10.0,29.56898215918896,242.03852992130354,44.121937978464125,0.0,5.378497723839756,14.769272870456149,0.573732173412849,4.005123441474128,5.349345197732832,1167.2727272727273,53.78497723839757,29.56898215918896,0.5497628460104543,2.956898215918896,0.5497628460104544,1.3394044966901546
Track_89,89,89,11,0,0,0,0,0,10.0,0.0,10.0,0.0,278.60368748207395,622.5977656104845,0.0,3.5313726488479924,10.69672105250661,0.5412361621819488,3.068934883615211,3.2337173728995676,594.3636363636364,35.313726488479915,10.69672105250661,0.0,0.0,0.0,2.0414039714232133
Track_90,90,90,11,0,0,0,0,0,10.0,0.0,10.0,0.0,290.29391864764636,237.8631563849635,0.0,1.4391387340777673,5.798676246788195,0.14124047519307328,0.9519824781655697,1.6646872884976318,587.5454545454545,14.391387340777673,5.798676246788195,0.0,0.0,0.0,1.3279956895196297
Track_91,91,91,11,0,0,0,0,0,10.0,0.0,10.0,0.0,392.944733509714,49.656818930960114,0.0,5.068289116411906,9.76329873850775,0.727098067833455,6.635823500941216,3.40722164760154,1098.6363636363637,50.68289116411906,9.644210144313991,0.0,0.0,0.0,2.4979609353089036
Track_92,92,92,20,0,0,1,0,0,10.0,0.0,10.0,0.0,294.33731388361724,124.93951986471885,0.0,2.9469942159894718,8.868066266650962,0.3593584350833418,1.922707226196792,2.4076991166010764,573.35,55.99289010379997,22.103463732533005,0.0,0.0,0.0,1.7479230121910843
Track_93,93,93,11,0,0,0,0,0,10.0,0.0,10.0,0.0,597.5414241256317,360.04872317711295,0.0,1.8819291593671157,7.58717735794374,0.37779783838084613,1.130164376578339,2.1462065149138136,911.3636363636364,18.81929159367116,7.58717735794374,0.0,0.0,0.0,1.2346170783224961
Track_94,94,94,11,0,0,0,0,0,10.0,0.0,10.0,0.0,322.8435756993691,123.24152270543959,0.0,1.3608475795547093,2.5099852618777874,0.679614765016644,1.2026746815869511,0.6457537270770871,772.8181818181819,13.608475795547092,3.4562954292401296,0.0,0.0,0.0,1.8380429655212813
Track_95,95,95,10,0,0,0,0,0,9.0,0.0,9.0,15.119885178821253,231.41621587362906,469.76962136924976,0.0,1.8283431500063911,2.695293730768002,1.1898402400245909,1.7097397046405882,0.4730287072376744,1383.9,16.45508835005752,15.119885178821253,0.9188577330712662,1.6799872420912503,0.9188577330712661,0.3660984121255394
