LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,? rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/frame),(pixel/frame),(pixel),(frame),(pixel),(pixel),(pixel),
ID6028 ? ID6021,1,6028,6021,1.443866385570004,0.036855807171696585,1.2016099140611332,1.2016099140611332,8.5,225.64179908125612,318.90633330823107,0.0,
ID3489 ? ID6028,1,3489,6028,4.535597771883028,1.0896019627776994,2.1296942907100607,2.1296942907100607,7.5,224.33750868585267,319.94187884720134,0.0,
ID3560 ? ID3738,1,3560,3738,0.939496905487242,2.6993402179637984,0.9692764855742875,0.9692764855742875,1.5,218.71267072613693,327.31379753472424,0.0,
ID3648 ? ID3489,1,3648,3489,1.119640709122029,0.3304318164905116,1.0581307618257911,1.0581307618257911,6.5,223.58774526564844,321.11370062307975,0.0,
ID3839 ? ID3534,1,3839,3534,4.819119971201268,0.6022378771257925,2.1952494097940827,2.1952494097940827,3.5,220.74593237278856,325.22580204476526,0.0,
ID3694 ? ID3648,1,3694,3648,1.5976004315279306,0.5584811223317959,1.2639621954504536,1.2639621954504536,5.5,223.58380614508883,322.25905527879013,0.0,
ID6021 ? ID5975,1,6021,5975,132.17915991769036,2.9945933985586652,11.496919583857684,11.496919583857684,9.5,222.27339163352048,322.8084708746886,0.0,
ID2940 ? ID2797,2,2940,2797,0.402339990385566,0.5512075870672805,0.6343027592447994,0.6343027592447994,4.5,71.77463673894046,201.51836525711587,0.0,
ID3074 ? ID2974,2,3074,2974,31.87391748691907,NaN,5.645699025534311,5.645699025534311,0.5,72.89239662773907,206.4851413527477,0.0,
ID3282 ? ID2940,2,3282,2940,1.6455040778700276,1.8398781000791933,1.2827720287993607,1.2827720287993607,3.5,71.62397604627688,202.43260831586304,0.0,
ID2754 ? ID3282,2,2754,3282,4.234460938446638,0.7033033505764359,2.0577805855937696,2.0577805855937696,2.5,72.43396958522979,203.1130708536017,0.0,
ID2944 ? ID2920,2,2944,2920,1.8947605989948308,2.1924070452219064,1.3765030326863907,1.3765030326863907,6.5,71.31852212230547,199.83009958229047,0.0,
ID2974 ? ID2754,2,2974,2754,1.574867363498044,1.337313171657774,1.2549371950412673,1.2549371950412673,1.5,73.9070619383989,203.6299233484283,0.0,
ID5776 ? ID5752,2,5776,5752,0.5585425406247084,0.5327116341093101,0.7473570369138892,0.7473570369138892,8.5,69.06554032001216,201.03464659351607,0.0,
ID5752 ? ID5743,2,5752,5743,63.99352935937782,0.9809421375747429,7.999595574738627,7.999595574738627,9.5,70.13488370922019,205.11597942902796,0.0,
ID2797 ? ID2944,2,2797,2944,2.955813106938926,0.33267402938377133,1.719247831738905,1.719247831738905,5.5,71.81644786132617,200.3551126780528,0.0,
ID2920 ? ID5776,2,2920,5776,2.35611233175662,0.10952565122267391,1.534963299807725,1.534963299807725,7.5,70.00269583900482,200.44769986789976,0.0,
ID2091 ? ID2144,3,2091,2144,0.613587067988951,0.37247885768420286,0.783317986509279,0.783317986509279,2.5,376.64224722897393,25.976887776222156,0.0,
ID2055 ? ID2112,3,2055,2112,1.0151270795603322,1.1561735194258245,1.0075351505333856,1.0075351505333856,4.5,376.1059022305519,22.669235759111753,0.0,
ID5455 ? ID5452,3,5455,5452,40.647693575487864,0.30189497147478145,6.375554373973126,6.375554373973126,8.5,382.5514949377494,23.022011912937614,0.0,
ID2144 ? ID2055,3,2144,2055,7.481677337358795,0.13918834175627193,2.735265496685613,2.735265496685613,3.5,376.1008050401606,24.306083402209396,0.0,
ID2188 ? ID5455,3,2188,5455,0.6870364929780384,0.45672594454232485,0.8288766452120836,0.8288766452120836,7.5,378.972544311943,23.240120941465875,0.0,
ID2066 ? ID2188,3,2066,2188,0.8491129480775548,0.4859688956099172,0.9214732487042446,0.9214732487042446,6.5,378.2039027444433,22.871369438937005,0.0,
ID2052 ? ID2175,3,2052,2175,5.37895510383221,NaN,2.319257446648002,2.319257446648002,0.5,375.8299374837908,27.36865385402875,0.0,
ID2175 ? ID2091,3,2175,2091,0.19172707699220018,1.0790774684288966,0.43786650590356896,0.43786650590356896,1.5,376.8132878459162,26.552915816184623,0.0,
ID2112 ? ID2066,3,2112,2066,1.8775357628568174,0.8744732882695698,1.3702320105941246,1.3702320105941246,5.5,377.1665191423538,22.466744278061846,0.0,
ID5452 ? ID5450,3,5452,5450,146.0997044737768,2.7878108889307027,12.087171069930996,12.087171069930996,9.5,380.28032828513574,25.342294303315533,0.0,
ID3835 ? ID3526,4,3835,3526,4.630154644552163,0.6552844918328395,2.1517794135440935,2.1517794135440935,3.5,254.9668833618785,330.5763575512366,0.0,
ID3526 ? ID3682,4,3526,3682,4.17485507300585,0.38387766264742873,2.043246209590477,2.043246209590477,4.5,255.42691683294646,328.5693859637216,0.0,
ID3758 ? ID3734,4,3758,3734,2.817935156658769,1.6775643603553392,1.678670651634432,1.678670651634432,1.5,254.58048687662648,333.7840138420885,0.0,
ID3590 ? ID3758,4,3590,3758,0.7472472502491394,NaN,0.8644346419765576,0.8644346419765576,0.5,253.88578471566888,334.3596578283814,0.0,
ID3682 ? ID3638,4,3682,3638,10.44575049274372,0.10264573282125702,3.231988628189109,3.231988628189109,5.5,255.66698248974188,325.9460264990847,0.0,
ID3638 ? ID3431,4,3638,3431,4.66200531476317,0.21467501152106702,2.159167736597407,2.159167736597407,6.5,256.243882013731,323.3281578254126,0.0,
ID3734 ? ID3835,4,3734,3835,2.2107935156785423,0.625408175465604,1.4868737389834223,1.4868737389834223,2.5,254.71473515164882,332.28370328198355,0.0,
ID3431 ? ID6016,4,3431,6016,3.210306516958223,0.3282789915572445,1.7917328252164781,1.7917328252164781,7.5,256.6252717738198,321.41670549823573,0.0,
ID6016 ? ID6010,4,6016,6010,3.592885927778971,0.11035848138612425,1.895490946372198,1.895490946372198,8.5,256.5528859162094,319.5773211045298,0.0,
ID3316 ? ID2979,5,3316,2979,2.6061320225089015,1.8515425018350224,1.6143518893069446,1.6143518893069446,3.5,669.9943171870632,207.73307143659733,0.0,
ID2822 ? ID3025,5,2822,3025,2.3672829137324327,0.5057255897905344,1.5385977101674215,1.5385977101674215,5.5,667.2743160998077,205.48831531170015,0.0,
ID2943 ? ID5791,5,2943,5791,5.476661642216169,0.3913238874984652,2.3402268356328557,2.3402268356328557,7.5,663.7951739666819,204.1267586226068,0.0,
ID3006 ? ID2763,5,3006,2763,8.515608901746477,0.8275517546691237,2.9181516241872143,2.9181516241872143,1.5,672.2340584225702,207.29145468596326,0.0,
ID3080 ? ID3006,5,3080,3006,18.36331315551116,NaN,4.285243651825549,4.285243651825549,0.5,675.4777740520851,207.94642057877033,0.0,
ID2763 ? ID3316,5,2763,3316,3.31453323761205,2.036260083427063,1.820585959962355,1.820585959962355,2.5,670.9063512234238,207.2419576807522,0.0,
ID3025 ? ID2943,5,3025,2943,3.427528028193972,0.1513308406304893,1.8513584278021293,1.8513584278021293,6.5,665.6550240203258,205.0039946042101,0.0,
ID2979 ? ID2822,5,2979,2822,4.151686975039144,0.3675654544954122,2.0375688884155903,2.0375688884155903,4.5,668.640532873512,206.55343457700505,0.0,
ID5791 ? ID5764,5,5791,5764,2.9618992693583426,0.7518094535368963,1.7210169288413006,1.7210169288413006,8.5,662.6625270838563,202.61093240050934,0.0,
ID2115 ? ID2059,6,2115,2059,4.3471747015753675,1.8410331097643187,2.084987937992776,2.084987937992776,5.5,279.9005006072455,20.25751836547291,0.0,
ID2082 ? ID2128,6,2082,2128,5.153340308437968,0.6243785286646235,2.270096982165733,2.270096982165733,2.5,279.7106446536336,24.341000339425953,0.0,
ID2128 ? ID2058,6,2128,2058,1.7906020077688944,0.185544737908747,1.3381337779792029,1.3381337779792029,3.5,280.06515378152983,22.579442520610073,0.0,
