Frame,T,Ngrid,x_center,y_center,cell_number,number_density,mean_velocity_X,mean_velocity_Y,mean_radius,mean_area
0.0,0.0,0.0,63.71615543963123,974.9413506624054,11.0,0.0015928562878739943,-0.002413182766356841,0.003318782450865304,13.400459666691752,569.0886938165613
0.0,0.0,1.0,146.81749900995277,974.9413506624054,9.0,0.0013032460537150863,-0.0029160029124551874,0.0020026203300874006,13.905053735851848,624.8779374144796
0.0,0.0,2.0,229.91884258027432,974.9413506624054,12.0,0.0017376614049534483,-0.00318238405431083,0.00299440234288647,11.699897121479083,438.9073905684531
0.0,0.0,3.0,313.0201861505958,974.9413506624054,12.0,0.0017376614049534483,-0.003357153314404457,0.0018922304166249825,13.177138616160855,558.1228906859552
0.0,0.0,4.0,396.12152972091735,974.9413506624054,9.0,0.0013032460537150863,-0.0019383356746894421,0.0008707764898247953,13.369152624005359,574.8585968453916
0.0,0.0,5.0,479.2228732912389,974.9413506624054,16.0,0.0023168818732712646,-0.002679864856287435,0.0020335253679678836,11.341912134437132,414.8160716211991
0.0,0.0,6.0,562.3242168615603,974.9413506624054,16.0,0.0023168818732712646,-0.00267900994500312,0.002774151869979106,11.791740731752203,444.0478108334132
0.0,0.0,7.0,645.4255604318819,974.9413506624054,9.0,0.0013032460537150863,-0.0025563489128131284,0.004258036543412175,13.838437886554784,604.6448676957779
0.0,0.0,8.0,728.5269040022034,974.9413506624054,15.0,0.0021720767561918103,-0.002854241413099271,0.0018903318412764928,12.303177262710358,487.4667578933371
0.0,0.0,9.0,811.628247572525,974.9413506624054,13.0,0.0018824665220329023,-0.003152048800934275,0.0005025335653624849,12.260382140819747,485.6640899648034
0.0,0.0,10.0,894.7295911428465,974.9413506624054,12.0,0.0017376614049534483,-0.005213537821222316,0.0034007739750368995,13.473853196221825,584.4939508123605
0.0,0.0,11.0,977.8309347131681,974.9413506624054,16.0,0.0023168818732712646,-0.004114803459735179,0.003437108740305978,11.219049589016244,398.9327011278418
0.0,0.0,12.0,1060.9322782834895,974.9413506624054,13.0,0.0018824665220329023,-0.0034454482671535443,0.001968050618656882,12.82109793157673,534.1703739191963
0.0,0.0,13.0,1144.0336218538114,974.9413506624054,9.0,0.0013032460537150863,-0.002889436739915938,0.0018373510949199663,13.202739145873727,554.0856656376759
0.0,0.0,14.0,1227.1349654241328,974.9413506624054,12.0,0.0017376614049534483,-0.002200214282759927,0.0020130443322325295,12.7909435831287,535.3782914314048
0.0,0.0,15.0,63.71615543963123,891.8400070920839,10.0,0.0014480511707945403,-0.0023031646913851548,0.004145409495620873,14.370050092429008,658.1498357048044
0.0,0.0,16.0,146.81749900995277,891.8400070920839,16.0,0.0023168818732712646,-0.002147172933415339,0.003110746676603964,12.59731108191173,508.41309026410073
0.0,0.0,17.0,229.91884258027432,891.8400070920839,16.0,0.0023168818732712646,-0.001927016246757403,0.002824892758862405,12.11159152307939,476.6991618143548
0.0,0.0,18.0,313.0201861505958,891.8400070920839,12.0,0.0017376614049534483,-0.0008737726748936007,0.002385055862391786,12.379127245528588,487.47732040073106
0.0,0.0,19.0,396.12152972091735,891.8400070920839,10.0,0.0014480511707945403,-0.002068931386685337,0.0028872381273534397,15.749978675065725,787.3715511599893
0.0,0.0,20.0,479.2228732912389,891.8400070920839,15.0,0.0021720767561918103,-0.0018344970246791448,0.003213178024343152,11.936665141131106,458.6099876936016
0.0,0.0,21.0,562.3242168615603,891.8400070920839,14.0,0.0020272716391123565,-0.0023674958085849605,0.002311458963486035,12.735140889516314,523.1911698051834
0.0,0.0,22.0,645.4255604318819,891.8400070920839,12.0,0.0017376614049534483,-0.0032796463547527833,0.0037752846043273033,13.052611780747235,539.6385027468857
0.0,0.0,23.0,728.5269040022034,891.8400070920839,13.0,0.0018824665220329023,-0.0020234753452240827,0.0003910183179348441,13.226913291611982,559.4878916414557
0.0,0.0,24.0,811.628247572525,891.8400070920839,15.0,0.0021720767561918103,-0.0032247073694647945,0.001814815196127444,11.570659363686953,438.5553069886613
0.0,0.0,25.0,894.7295911428465,891.8400070920839,11.0,0.0015928562878739943,-0.004401070154073091,0.003128423105827166,13.028236436341333,540.4546965000395
0.0,0.0,26.0,977.8309347131681,891.8400070920839,14.0,0.0020272716391123565,-0.004236236095689671,0.0032760356137531955,11.875449293078807,448.07665293931643
0.0,0.0,27.0,1060.9322782834895,891.8400070920839,12.0,0.0017376614049534483,-0.003307329487190394,0.0025305897971542586,13.09211434769397,563.985082289488
0.0,0.0,28.0,1144.0336218538114,891.8400070920839,13.0,0.0018824665220329023,-0.004314154549726067,0.0018983177889677105,12.335671407585512,482.47908773530213
0.0,0.0,29.0,1227.1349654241328,891.8400070920839,14.0,0.0020272716391123565,-0.0017963305752308999,0.0021053792288933627,12.274516857357932,485.196321780223
0.0,0.0,30.0,63.71615543963123,808.7386635217623,14.0,0.0020272716391123565,-0.002454811046792669,0.002603728728782048,12.876767441643372,527.7783158733276
0.0,0.0,31.0,146.81749900995277,808.7386635217623,12.0,0.0017376614049534483,-0.0030373549781848685,0.0027366264808857278,12.724233429120913,521.9110945043689
0.0,0.0,32.0,229.91884258027432,808.7386635217623,17.0,0.0024616869903507184,-0.0028322483020518647,0.002834555124227794,11.392209811540937,417.44271868044007
0.0,0.0,33.0,313.0201861505958,808.7386635217623,11.0,0.0015928562878739943,-0.003333813847928133,0.0036642757705020817,13.520602761353008,593.4784836166839
0.0,0.0,34.0,396.12152972091735,808.7386635217623,15.0,0.0021720767561918103,-0.0019940350633552663,0.0025517585887242576,11.174618715328629,417.16270868051146
0.0,0.0,35.0,479.2228732912389,808.7386635217623,16.0,0.0023168818732712646,-0.0027121130689486137,0.0030641291191807756,11.908049520795611,451.9036757075175
0.0,0.0,36.0,562.3242168615603,808.7386635217623,16.0,0.0023168818732712646,-0.002498710686106726,0.002507222861483129,11.87555312269902,453.83133330687787
0.0,0.0,37.0,645.4255604318819,808.7386635217623,18.0,0.0026064921074301726,-0.002536186188487412,0.003287566897709062,10.56482003134088,357.188791698777
0.0,0.0,38.0,728.5269040022034,808.7386635217623,13.0,0.0018824665220329023,-0.0023343161074370223,0.0017809101451158956,13.529158138461788,582.367907657464
0.0,0.0,39.0,811.628247572525,808.7386635217623,15.0,0.0021720767561918103,-0.003449698175908784,0.00267262003949113,12.230869729005123,473.36933135847414
0.0,0.0,40.0,894.7295911428465,808.7386635217623,12.0,0.0017376614049534483,-0.004152819846959794,0.0034067195053150406,13.853927391402612,608.5236551331504
0.0,0.0,41.0,977.8309347131681,808.7386635217623,11.0,0.0015928562878739943,-0.004433418946324438,0.0036183057874622326,13.77828225128273,614.8531576698623
0.0,0.0,42.0,1060.9322782834895,808.7386635217623,13.0,0.0018824665220329023,-0.0034465538532716233,0.003621739307122398,12.618977601328943,512.4278586994385
0.0,0.0,43.0,1144.0336218538114,808.7386635217623,12.0,0.0017376614049534483,-0.0035457490168636085,0.003176190195563108,13.378353999133514,581.9765532168491
0.0,0.0,44.0,1227.1349654241328,808.7386635217623,14.0,0.0020272716391123565,-0.00135825569934192,0.0043683154797259,14.029978216683089,636.1798203257964
0.0,0.0,45.0,63.71615543963123,725.6373199514409,15.0,0.0021720767561918103,-0.0038015556077453717,0.0033268880341802286,12.311051918930255,484.76275600053657
0.0,0.0,46.0,146.81749900995277,725.6373199514409,16.0,0.0023168818732712646,-0.003685359062607742,0.0022026655405605047,11.748282399202232,440.3377301113571
0.0,0.0,47.0,229.91884258027432,725.6373199514409,17.0,0.0024616869903507184,-0.001862072167722482,0.0017168584062552806,10.938038048226387,385.97887312634026
0.0,0.0,48.0,313.0201861505958,725.6373199514409,10.0,0.0014480511707945403,-0.002580206300302334,0.0014541377481507192,13.318645167503405,567.3122721185209
0.0,0.0,49.0,396.12152972091735,725.6373199514409,19.0,0.0027512972245096264,-0.001778053708576738,0.0025093906953081503,11.209357328406028,401.16403081477245
0.0,0.0,50.0,479.2228732912389,725.6373199514409,16.0,0.0023168818732712646,-0.0024878023776026548,0.0026380897258014594,11.45902745759092,420.5066224795841
0.0,0.0,51.0,562.3242168615603,725.6373199514409,14.0,0.0020272716391123565,-0.003171327416513374,0.004138963388457131,12.684362619996081,516.6876831098865
0.0,0.0,52.0,645.4255604318819,725.6373199514409,15.0,0.0021720767561918103,-0.001487133182544122,0.004572474613919658,11.378936038864627,425.65496462508963
0.0,0.0,53.0,728.5269040022034,725.6373199514409,16.0,0.0023168818732712646,-0.0026337575304605145,0.0036733784579466864,12.209611964266923,472.6325964677594
