LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1,ELLIPSE_X0,ELLIPSE_Y0,ELLIPSE_MAJOR,ELLIPSE_MINOR,ELLIPSE_THETA,ELLIPSE_ASPECTRATIO,AREA,PERIMETER,CIRCULARITY,SOLIDITY,SHAPE_INDEX
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1,Ellipse center x0,Ellipse center y0,Ellipse long axis,Ellipse short axis,Ellipse angle,Ellipse aspect ratio,Area,Perimeter,Circularity,Solidity,Shape index
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1,El. x0,El. y0,El. long axis,El. sh. axis,El. angle,El. a.r.,Area,Perim.,Circ.,Solidity,Shape index
,,,(quality),(pixel),(pixel),(pixel),(frame),,(pixel),,,(counts),(counts),(counts),(counts),(counts),(counts),,,(pixel),(pixel),(pixel),(pixel),(radians),,(pixel^2),(pixel),,,
ID5560,5560,40,576.0,283.60585197934597,99.79489386115893,0.0,10.0,10,13.599192765483634,1,,302.4329896907216,299.0,257.0,415.0,176016.0,22.79931479018146,0.01190805479646586,0.31220304530129694,0.23277121796293546,1.6954854804895527,17.518586982822395,12.31246587366482,2.1212624292289153,1.4228333432617237,581.0,94.31284428341262,0.8208131611711311,0.9855810008481765,3.9127560920025397
ID2635,2635,40,576.0,283.60585197934597,99.79489386115893,0.0,0.0,0,13.599192765483634,1,,302.4329896907216,299.0,257.0,415.0,176016.0,22.79931479018146,0.01190805479646586,0.31220304530129694,0.23277121796293546,1.6954854804895527,17.518586982822395,12.31246587366482,2.1212624292289153,1.4228333432617237,581.0,94.31284428341262,0.8208131611711311,0.9855810008481765,3.9127560920025397
ID2363,2363,40,580.0,282.87751004016064,100.25071715433161,0.0,4.0,4,13.599192765483634,1,,220.5893470790378,216.0,188.0,319.0,128383.0,19.217607654938647,0.0053488320671978545,0.12213985314048045,0.03819191261330657,0.3817945035211689,16.92422784405184,11.391857816446151,2.2858365869210258,1.4856424752439183,581.0000000000001,93.87093218144469,0.8285595648472555,0.9667221297836939,3.894422488745822
ID2573,2573,40,574.0,282.59449275362323,100.32927536231884,0.0,3.0,3,13.528790949515026,1,,227.11438474870016,223.0,190.0,344.0,131045.0,19.327605590415374,0.015465446760256716,0.35792654072992397,0.10821933673826634,0.09698960586095781,17.2337565687149,10.870319964855412,2.313672018505472,1.5853955195829534,575.0,95.94837299743493,0.7848785839394931,0.9729272419627749,4.0013237550579595
ID5360,5360,41,416.0,388.09546539379477,576.8150357995227,0.0,6.0,6,11.54867275105708,1,,205.41092636579572,203.0,175.0,264.0,86478.0,16.30468160483489,-0.017680253281126376,-0.4534995102069769,0.9562511769685788,0.39266928460943157,14.506403650981275,10.366242941509064,0.7271352699483833,1.399388740243966,419.0,78.21555475739426,0.8606719061719201,0.9893742621015351,3.821079895219285
ID5283,5283,41,469.0,387.9767525035765,582.4846208869814,0.0,2.0,2,12.179179240065665,1,,198.06465517241378,194.0,172.0,258.0,91902.0,15.769674560179382,-0.01661840624591807,-0.4245037617496868,0.21973000320634412,1.6966523269790803,16.695240738027664,10.797037169287874,0.959119537696775,1.5462798243871203,466.0,84.5721481842932,0.8187306643588115,0.989384288747346,3.9177291115701043
ID6516,6516,41,505.0,383.8405582922824,567.5594417077176,0.0,9.0,9,12.709927900593053,1,,207.1811023622047,204.0,178.0,255.0,105248.0,15.080411591615746,-0.01997708200670384,-0.56009637358889,0.5574555424531186,0.2814442707436329,16.372758962410042,10.40455481792109,0.7928623866448237,1.5736145610198673,507.49999999999983,87.5836724787149,0.8313800660664834,0.9769008662175167,3.887810858395473
ID5301,5301,41,412.0,388.1350364963504,578.7753446877534,0.0,5.0,5,11.437891554894984,1,,202.97080291970804,200.0,170.0,281.0,83421.0,15.926174929666347,-0.018891964152703826,-0.49080882589117886,0.3338202097844836,0.3184939766834171,14.009723900376077,9.902504878384173,0.7518670999699135,1.4147656650952434,411.0,82.09444503787883,0.7663446735170446,0.9330306469920545,4.049420344231466
ID5142,5142,41,455.0,388.88821807537505,583.4952433223564,0.0,1.0,1,12.041185703937828,1,,195.7680525164114,192.0,165.0,260.0,89466.0,15.84404625344949,-0.016611690197869247,-0.41744041783259167,-0.11874315711482102,0.0362496772869613,14.639033617586662,10.109582278333004,0.6115087089996822,1.4480354592851221,455.5000000000001,83.7491392538444,0.8160890316926414,0.9630021141649052,3.9240647191959876
ID4918,4918,41,467.0,387.87021276595743,581.7879432624113,0.0,3.0,3,12.231338704589191,1,,200.16701902748414,197.0,167.0,265.0,94679.0,15.933774855235935,-0.016360281956001175,-0.4178867184897774,0.23055729360347876,0.3596792608364982,15.24210470481888,10.352343217142488,0.7751780468043092,1.4723337881204919,469.9999999999999,87.18717128088831,0.7769669523915118,0.9381237524950099,4.021644322318961
ID6569,6569,41,478.0,385.2226302903113,571.2834907310248,0.0,8.0,8,12.315626689964919,1,,206.74842767295598,203.0,174.0,275.0,98619.0,16.305500652055755,-0.019543198001440942,-0.5054814716477184,-0.11381473724624185,0.15861443354996324,15.358242877407706,10.707911952170623,0.815365977834396,1.4342892382762267,476.5,83.68771670285246,0.8549669586115851,0.9896157840083075,3.833807180361963
ID4684,4684,41,374.0,389.1644355198572,584.0256581883089,0.0,0.0,0,10.903611442528838,1,,277.120320855615,275.0,234.0,329.0,103643.0,16.98852992340532,-0.017386731210331074,-0.5772685336878671,0.7513113763912513,0.050517134307378704,14.395766254668409,9.186043120787005,0.3089615077582585,1.567134626452207,373.5,76.39461739238821,0.8042201491926604,0.9589216944801027,3.9529148300157515
ID4702,4702,41,464.0,387.72461428058847,580.9233943308217,0.0,4.0,4,12.159561757414233,1,,201.58064516129033,198.0,168.0,271.0,93735.0,15.34960587262549,-0.016763467626758424,-0.44780346671402754,0.07386742280618298,0.20772318653841818,14.493564068002225,10.386270370665114,0.8242922781112744,1.3954541477119364,464.4999999999999,84.58372684986891,0.8158718499708965,0.966701352757544,3.924586969365644
ID4718,4718,41,440.0,386.8473644292757,575.2004171406902,0.0,7.0,7,11.827814463280019,1,,205.49318181818182,203.0,174.0,267.0,90417.0,14.943933147493446,-0.025450187442540892,-0.7182066786703436,0.2980457048187537,0.1863360633894492,14.366465085486672,9.984521855205239,0.7920081963088306,1.4388736179686952,439.5,80.8350014894398,0.845220150126207,0.9712707182320443,3.8558489370961984
ID6034,6034,42,569.0,474.1451517830828,327.2102858826997,0.0,9.0,9,13.41656590327546,1,,236.21592920353982,232.0,201.0,337.0,133462.0,18.805256953123322,-0.022868568268242868,-0.5879574485064424,-0.5511486350276019,0.07167934395341899,16.80162079033348,11.609243938550007,-0.05280512187175158,1.4472622747241541,565.5000000000001,92.97382108633579,0.8220933078760896,0.9741602067183465,3.9097084736666705
ID4051,4051,42,562.0,480.3141252955083,331.75945626477545,0.0,2.0,2,13.398760233979033,1,,224.52575488454707,221.0,192.0,348.0,126408.0,19.955750718807845,-0.014361028773173261,-0.3278655424828656,0.1829130564710081,-0.6089541017278899,18.49654356768872,10.60812987489045,-0.5019307209369126,1.7436196375640372,563.9999999999998,97.32014035832516,0.7483133872548665,0.9616368286445011,4.097917158061341
ID3557,3557,42,585.0,474.7841716396704,328.2118499573742,0.0,7.0,7,13.663409100469519,1,,237.33673469387756,233.0,204.0,341.0,139554.0,19.38172651958769,-0.011052424300719343,-0.273707549383527,0.1494681654146924,0.135234864790813,16.338755001419937,12.57821558845816,-0.3706279483873375,1.2989724088059413,586.5000000000001,95.04116998641251,0.8159326885516688,0.9505672609400326,3.9244406516879446
ID3559,3559,42,551.0,479.13863773357446,329.53254972875226,0.0,4.0,4,13.267455184007078,1,,230.3858695652174,228.0,194.0,303.0,127173.0,18.035396220955054,-0.016405470882380136,-0.42612080853008333,0.05170529771347416,-0.5819930277961193,17.140028479514328,11.018153706137452,2.5639246095212136,1.5556171148680564,553.0000000000001,94.72115196615015,0.774535009650223,0.9584055459272101,4.027953103272188
ID3802,3802,42,551.0,481.9155963302752,331.2223241590214,0.0,1.0,1,13.171138446245484,1,,219.7765567765568,217.0,187.0,288.0,119998.0,16.3384355716757,-0.023141841795184626,-0.6373343166330132,0.35322755891055935,-0.08896099626364266,18.021563207054776,10.84412583859407,2.710872510873979,1.66187330129611,544.9999999999999,95.97277555944042,0.743550134453642,0.9603524229074888,4.111022027123091
ID6043,6043,42,601.0,474.4223706176962,327.7570951585977,0.0,8.0,8,13.808244704671575,1,,238.79598662207357,234.0,204.0,328.0,142800.0,20.144166762429844,-0.008026807145884225,-0.19184505255887524,0.1905174507078878,-0.5017206146046794,16.283935804577002,12.658098620193716,2.9276635114368843,1.2864440618750526,598.9999999999999,94.85184214523746,0.836652564674908,0.9630225080385852,3.875541204781384
ID4012,4012,42,577.0,475.712016175621,328.6969959560947,0.0,6.0,6,13.552298857686367,1,,236.51640759930916,232.0,199.0,348.0,136943.0,19.917068288723083,-0.004693312362424632,-0.11199235948852014,0.40716887395027856,-1.2248857571000973,17.16355374512684,12.587801164826006,2.6276791069453456,1.363506900084093,576.9999999999999,93.9501541523347,0.8214680620838593,0.9771380186282811,3.9111960931550986
ID3661,3661,42,590.0,481.5031047135196,332.2146486028789,0.0,0.0,0,13.709922968110666,1,,306.9422750424448,304.0,261.0,399.0,180789.0,23.582177828646586,-0.010419753872653915,-0.2741001268935249,0.1708054932799001,-0.015441124631202013,18.8365336277258,10.595317070326775,2.8174932536975232,1.777816888602547,590.4999999999999,101.65622056656107,0.718061839889682,0.9578264395782642,4.18334813987585
ID3869,3869,42,590.0,479.9051845590308,330.44167371090447,0.0,3.0,3,13.721526798345444,1,,228.40472175379426,223.0,189.0,345.0,135444.0,21.10402432078407,-0.009785772744908878,-0.21391230068196715,-0.23293663422934194,-0.4480983253182851,18.56669032812758,10.88755929566617,2.6710889783235503,1.7053124418360794,591.5,100.36047362731408,0.737970851957737,0.9578947368421052,4.126533049316166
ID3725,3725,42,561.0,478.1182890855457,328.9026548672566,0.0,5.0,5,13.410633306963609,1,,232.6423487544484,229.0,197.0,364.0,130745.0,19.50853883615191,-0.010422329167005702,-0.25119380534165864,-0.419190675814377,0.0022672379086553303,17.590642308313313,10.733097866310718,2.7039859423343477,1.63891567256898,565.0,94.07644438710007,0.8022256097602324,0.9691252144082333,3.9578257615060495
ID5998,5998,42,590.0,481.5031047135196,332.2146486028789,0.0,10.0,10,13.709922968110666,1,,306.9422750424448,304.0,261.0,399.0,180789.0,23.582177828646586,-0.010419753872653915,-0.2741001268935249,0.1708054932799001,-0.015441124631202013,18.8365336277258,10.595317070326775,2.8174932536975232,1.777816888602547,590.4999999999999,101.65622056656107,0.718061839889682,0.9578264395782642,4.18334813987585
ID3152,3152,43,823.0,464.15106382978723,220.4128672745694,0.0,0.0,0,16.180540206870965,1,,295.05109489051097,293.0,247.0,384.0,242532.0,18.536393212893238,-0.00703591210851863,-0.22557390430251076,0.05503229880328899,0.2070447867354449,18.3656091422515,14.576338046187297,1.3637105243164622,1.2599604292969424,822.5000000000002,108.8832104196414,0.8718141941217225,0.9716479621972833,3.796583572402237
ID3056,3056,43,673.0,459.2698354212724,215.79378531073448,0.0,6.0,6,14.696028639591784,1,,219.75,217.0,185.0,285.0,148551.0,14.51766484640669,-0.016341353761480153,-0.5029279029828364,-0.04041368583922676,-0.2669057403062498,17.311725005156323,12.812348649956899,1.0258271479529988,1.3511749857989197,678.5,97.82579482451602,0.890949207054652,0.9833333333333335,3.7555924662246056
ID5811,5811,43,609.0,458.5912795436023,214.0685954903559,0.0,8.0,8,13.974373516324643,1,,222.13539967373572,220.0,190.0,289.0,136169.0,15.531949037191739,-0.018046894271670496,-0.5256946271029517,-0.13854774950482915,-0.16288954629479313,16.440931813519622,12.273295027554111,0.8858466528988999,1.339569510600778,613.5,92.84215296812717,0.8944046019173236,0.9831730769230773,3.7483308684696732
ID3045,3045,43,783.0,463.7513835674755,219.9029374201788,0.0,1.0,1,15.78723031066273,1,,208.62996158770807,207.0,178.0,263.0,162940.0,12.903391469252526,-0.01358062314579456,-0.44520589234584235,0.2148512033435895,0.01375857029117624,17.445907315042312,14.64874044176694,1.1338713039955883,1.1909493095597492,782.9999999999998,106.64564281086177,0.8651380104343094,0.9720670391061448,3.8112043481119695
ID2853,2853,43,727.0,460.47997237569064,216.2470073664825,0.0,5.0,5,15.180789096653193,1,,218.73553719008265,216.0,185.0,297.0,158802.0,14.813564293928009,-0.013709245831790813,-0.41048602698212605,0.18432919461436964,0.0979864906984889,17.339647235698717,13.667885248284222,0.995579205780587,1.2686415579817238,724.0,101.60635877083328,0.881265267951179,0.9724647414372062,3.7761705847924905
ID2981,2981,43,664.0,459.4065865264212,214.7764838467318,0.0,7.0,7,14.554560428103374,1,,221.1651515151515,219.0,185.0,292.0,145969.0,14.753873413628856,-0.017057146090535266,-0.5202579668491563,-0.02860475678875436,-0.12571966607708912,17.037058600439348,12.899631884324444,0.9885744856582402,1.3207399058528702,665.4999999999999,97.87855844943672,0.8729367852877249,0.9758064516129032,3.794141595868072
ID5785,5785,43,587.0,458.9503273555366,213.4561628237973,0.0,9.0,9,13.651755870971671,1,,222.6102564102564,220.0,193.0,290.0,130227.0,15.134507566599453,-0.019141174596254567,-0.5740754188577084,-0.06917008607758977,0.037656760744898064,15.821196431133702,12.05949403571154,0.691702240142873,1.3119287081433688,585.5000000000001,94.42752908562612,0.8251625558946571,0.9528071602929212,3.9024304868756174
ID5772,5772,43,823.0,464.15106382978723,220.4128672745694,0.0,10.0,10,16.180540206870965,1,,295.05109489051097,293.0,247.0,384.0,242532.0,18.536393212893238,-0.00703591210851863,-0.22557390430251076,0.05503229880328899,0.2070447867354449,18.3656091422515,14.576338046187297,1.3637105243164622,1.2599604292969424,822.5000000000002,108.8832104196414,0.8718141941217225,0.9716479621972833,3.796583572402237
ID3037,3037,43,775.0,462.97646679561575,219.17913174296152,0.0,2.0,2,15.711439040887685,1,,211.24645161290323,209.0,182.0,277.0,163716.0,13.738322630893157,-0.012880798108411378,-0.40129050166954855,0.01666201482426186,-0.17750148471413238,17.49522646372555,14.338725772756883,1.2446707577724476,1.220138158787158,775.5000000000002,104.98771995361783,0.884127008929873,0.9760855884203907,3.770054279821938
ID3357,3357,43,790.0,461.531051964512,217.8293198141107,0.0,3.0,3,15.847602348589229,1,,215.0063371356147,212.0,185.0,283.0,169640.0,14.621839252980537,-0.008931727251748497,-0.2650398215432591,-0.16169786795416005,-0.044088939362750997,18.014319247810526,14.451621965742829,1.2020754308247645,1.2465257734054331,789.0,108.76910495773386,0.8380612446959416,0.9627821842586943,3.872282675898223
ID3102,3102,43,729.0,460.67584940312213,216.36088154269973,0.0,4.0,4,15.201742576738763,1,,215.52682255845943,213.0,181.0,276.0,156688.0,13.406303097982391,-0.01620001139192612,-0.5294571221803146,0.10472545555875523,0.01910688578049142,17.35949251391457,13.981684136788552,1.0310481361899446,1.2415880908250776,726.0000000000002,103.2197863434733,0.8562894103192126,0.9699398797595193,3.830845574251651
ID3584,3584,44,719.0,604.4264909847434,337.81576514100783,0.0,4.0,4,15.14930453646348,1,,210.40304709141273,209.0,183.0,262.0,151911.0,11.84456155431126,-0.012570324260323774,-0.4522757860243102,0.285266675400336,-0.036667058695452275,17.152468969056912,13.915274670047527,0.14565510973905593,1.2326360331195911,720.9999999999998,104.9342344247817,0.8228311643293572,0.9671361502347415,3.907955106290363
ID6000,6000,44,710.0,606.1443032015067,339.28366290018835,0.0,10.0,10,15.012108426804138,1,,287.68220338983053,287.0,231.0,343.0,203679.0,16.18044884110864,-0.008421416475922372,-0.30200242823361867,-0.04352808894507697,0.14820153956625282,17.710893729292277,13.671313194193951,-0.2616982042569589,1.2954786038267259,708.0,104.291956351762,0.8179777552791556,0.9639210347174948,3.9195317372223153
ID3665,3665,44,710.0,606.1443032015067,339.28366290018835,0.0,0.0,0,15.012108426804138,1,,287.68220338983053,287.0,231.0,343.0,203679.0,16.18044884110864,-0.008421416475922372,-0.30200242823361867,-0.04352808894507697,0.14820153956625282,17.710893729292277,13.671313194193951,-0.2616982042569589,1.2954786038267259,708.0,104.291956351762,0.8179777552791556,0.9639210347174948,3.9195317372223153
ID3931,3931,44,713.0,604.6295131609597,338.45434428138833,0.0,3.0,3,15.091412245528986,1,,208.00279329608938,207.0,180.0,262.0,148930.0,11.396968951326189,-0.008168302278291796,-0.3006101325024738,0.20033973886849862,0.5138364709173513,16.865579139449064,14.358447284322244,0.28596840327207906,1.1746102350401297,715.5,101.15588073946716,0.8786931294729995,0.9761255115961801,3.781693409423262
ID4061,4061,44,676.0,604.552528227786,338.233676975945,0.0,2.0,2,14.701442538703267,1,,205.41826215022093,205.0,179.0,246.0,139479.0,12.07237353941339,-0.007031324157569826,-0.24097830947777416,0.20776382672322175,0.5965229782155438,16.219181772964486,13.95111787817381,0.10636983291400437,1.1625721977691128,679.0000000000002,101.32600302402412,0.8310704016198478,0.9706933523945679,3.8885351079109314
ID3757,3757,44,747.0,604.7077488309953,336.42251169004675,0.0,5.0,5,15.435509379627458,1,,212.39652870493993,210.0,178.0,274.0,159085.0,13.383245920047242,-0.00795880665411082,-0.2546444412721625,0.2736293598200122,0.00818186501411145,17.764421990580484,13.890671444920889,0.1752454790152358,1.2788742474415107,748.4999999999998,106.91766327461616,0.8228160445578991,0.9664299548095543,3.9079910117135905
ID4029,4029,44,716.0,604.6105702364395,335.5009272137228,0.0,6.0,6,15.128278427043359,1,,213.0278164116829,212.0,177.0,286.0,153167.0,12.250032327384233,-0.008720864384895896,-0.30597972104047355,-0.13360824784750863,0.798835517905931,16.504773770197712,14.884927722437963,3.002337172138553,1.108824582689639,719.0,107.15978733197868,0.7868194160848246,0.9593062041360907,3.9963857143070216
ID6061,6061,44,701.0,601.0694050991501,335.97143531633617,0.0,9.0,9,14.99088988838742,1,,214.90934844192634,213.0,187.0,275.0,151726.0,12.843752699451143,-0.005834886791401981,-0.19641166787851785,1.682433229567175,0.6077132634226623,18.79325873025343,13.803329690446628,3.1014347947828416,1.361501836999544,706.0,105.55367702991171,0.7962837103361293,0.9502018842530283,3.972565039756044
ID3806,3806,44,695.0,605.3474820143884,339.0446043165468,0.0,1.0,1,14.873646859386387,1,,203.38760806916426,202.0,176.0,272.0,141151.0,12.223551028805673,-0.007777302432525315,-0.2608416415143431,0.14955744972538063,0.22674956153720197,16.440321891198888,14.322435357886446,-0.11390007021837319,1.1478719561576696,695.0,99.43828056073616,0.8832577493321143,0.9809456598447425,3.771908976234842
ID3614,3614,44,706.0,603.8305064782096,335.5374558303887,0.0,7.0,7,15.006806604838749,1,,213.92524682651623,213.0,183.0,265.0,151673.0,12.51186093102669,-0.007394066222491872,-0.2547279483219389,0.48420070868539994,0.08124056267442593,17.11907334390819,14.258719334824498,-0.052991439135106996,1.200603851013307,707.5,104.63607971495328,0.8120324565229307,0.9658703071672357,3.9338540032503913
ID6062,6062,44,747.0,603.836032388664,335.57377417903734,0.0,8.0,8,15.35798247369064,1,,214.61133603238866,213.0,185.0,270.0,159027.0,13.176353962805715,-0.007353078867700765,-0.2413025020777566,0.8615483773039286,0.2914250880491217,17.725802475288294,14.253979341572508,-0.03768654152422827,1.243568694083204,741.0,108.45078886955763,0.7917036390564265,0.940952380952381,3.98403927811214
ID4736,4736,45,924.0,560.455423208807,591.8028334235697,0.0,7.0,7,17.14523781960258,1,,191.55135135135134,187.0,159.0,310.0,177185.0,19.35879082646389,-0.0024848745186413397,-0.049297166937071514,0.034963785541134294,-0.04481075430094836,19.73691336052834,15.550709160227038,2.3666634713188333,1.2691969965593637,923.5,118.84596421279062,0.8216330244479427,0.9481519507186857,3.910803440643095
ID4690,4690,45,1169.0,561.1310693435853,599.4420475580237,0.0,0.0,0,19.302376065607234,1,,258.7223650385604,258.0,212.0,337.0,301929.0,15.227098662627233,-0.0062297255594636475,-0.2130245808301955,0.9925206112679037,-0.6688532476039488,25.13842174806121,15.602881880776293,2.2922515968426005,1.6111396561319409,1170.5,144.63053269727362,0.7031715814552427,0.9242005527043033,4.227409088571083
ID6579,6579,45,893.0,561.3185226846645,589.0457442819647,0.0,8.0,8,16.821934752500674,1,,192.38963963963963,189.0,160.0,290.0,170842.0,17.451210283057744,-0.008878538207326902,-0.19751528629807238,-0.06521674190753939,0.19652080732171692,19.710132517042677,15.435743681430356,-0.783626969892886,1.2769149918416003,889.0,115.98194197902517,0.8304832403676268,0.9548872180451128,3.8899094846672644
ID4933,4933,45,1111.0,558.6381058911261,597.1711409395973,0.0,3.0,3,18.86031011967688,1,,182.25358422939067,180.0,147.0,259.0,203395.0,14.085874859228635,-0.011647305974465448,-0.304955016607765,-0.42325768609621056,-0.7671746660488857,22.11156990571425,17.730795943506955,-0.6776212013589877,1.2470714781313323,1117.5,140.330841312825,0.7131011519593614,0.9096459096459099,4.197873651960152
ID6534,6534,45,831.0,562.1576576576576,585.3672672672673,0.0,9.0,9,16.278604984703257,1,,195.38129496402877,193.0,162.0,306.0,162948.0,16.771207684737803,-0.0036642644177258864,-0.08568992057127817,-0.3820254738408989,-0.19868579686095578,18.470327013085633,15.293461121481613,2.309977327768175,1.207727071482969,832.5,115.1334026099012,0.7892079047886235,0.9108315098468271,3.990333725276547
ID5288,5288,45,994.0,562.1188094047023,596.7021010505252,0.0,2.0,2,17.836780293559112,1,,176.497,175.0,150.0,264.0,176497.0,12.726741961749713,-0.016373214530469686,-0.4616934256130303,0.21384315700359816,0.23225135492753518,18.99101567595634,17.996320389913464,1.2639313018904952,1.0552721481109206,999.4999999999998,123.5914707363968,0.8222723026101048,0.9332399626517274,3.909282911894232
ID5371,5371,45,890.0,558.742542878449,592.689783743475,0.0,6.0,6,16.869174201729876,1,,191.53691275167785,188.0,153.0,331.0,171234.0,18.493492753420668,-0.004892222905598979,-0.10183560633116774,-0.22268092697853373,-0.22453455780059067,19.63080723911814,15.575643863887228,-0.9881051232190495,1.2603528567209332,893.9999999999998,117.7223420513153,0.8106429227254012,0.9546182594767749,3.9372240953790842
ID5149,5149,45,1203.0,560.2528448515126,599.7905911740216,0.0,1.0,1,19.5522421554852,1,,175.51706910907578,173.0,144.0,274.0,210796.0,13.20050188702637,-0.012322772295784096,-0.33178159697904647,0.16169391446387307,-0.9550341428453883,24.239573566511332,17.832432204200845,-0.7396762141051373,1.3592971103964795,1200.9999999999998,140.8154476863693,0.7611184873307352,0.9171439480717829,4.063299142649763
ID4717,4717,45,944.0,560.0073076245817,595.3188061278394,0.0,4.0,4,17.35742801433893,1,,184.3005291005291,181.0,156.0,344.0,174164.0,15.401087133356786,-0.00876753909416976,-0.21169343741615837,0.06934942487180137,-0.017651917305914127,18.84247055131213,17.118184311512174,-1.2803673638910578,1.1007283370959122,946.5,124.9404715458828,0.7619460130240004,0.912289156626506,4.0610920322699995
ID5309,5309,45,908.0,560.1837416481069,593.0228285077951,0.0,5.0,5,16.906870727400857,1,,187.70033296337402,185.0,160.0,316.0,169118.0,15.10824241193863,-0.008435167361481612,-0.21137503016062428,-0.0219947264799711,0.07282243156413444,19.000441181450416,16.72598603007589,-1.3178100393953485,1.1359833224352038,898.0,120.17687192648272,0.7813478284236417,0.9363920750782064,4.010354158229126
ID6477,6477,45,1169.0,561.1310693435853,599.4420475580237,0.0,10.0,10,19.302376065607234,1,,258.7223650385604,258.0,212.0,337.0,301929.0,15.227098662627233,-0.0062297255594636475,-0.2130245808301955,0.9925206112679037,-0.6688532476039488,25.13842174806121,15.602881880776293,2.2922515968426005,1.6111396561319409,1170.5,144.63053269727362,0.7031715814552427,0.9242005527043033,4.227409088571083
ID6531,6531,46,539.0,364.79082568807337,582.1963302752293,0.0,9.0,9,13.171138446245484,1,,204.89541284403668,202.0,175.0,265.0,111668.0,16.3875983491973,-0.005853523910421096,-0.14723597596687812,0.17162485061077054,0.041401629219651334,16.65465542463206,11.17301081960994,-1.1653302402162764,1.4906148122045306,545.0,88.26791165950993,0.8790238586088268,0.9891107078039929,3.7809819191449474
ID4692,4692,46,532.0,365.5624408703879,589.6479028697572,0.0,0.0,0,12.970226476362447,1,,275.93536121673003,275.0,236.0,354.0,145142.0,15.912606699234171,-0.01595018806598034,-0.5621403391913077,0.07381756724995618,-0.37230870015613954,13.899647663619081,13.142903913858724,0.4085343808090153,1.0575781238849655,528.5000000000001,85.74878083439971,0.903231234899144,0.9850885368126749,3.7299710253213534
ID5286,5286,46,593.0,364.6090552284833,586.697084384637,0.0,2.0,2,13.75627956012321,1,,193.82323232323233,191.0,161.0,283.0,115131.0,14.517096938819906,-0.02368358674109752,-0.6477582225927926,0.533101871058739,0.2576072105856641,15.146659369982117,13.764872025349073,2.8637845993970146,1.1003850484107935,594.5000000000001,94.15047531644782,0.8427847900984449,0.965097402597403,3.8614159611579053
ID4710,4710,46,553.0,364.7571514604035,585.2518819632642,0.0,4.0,4,13.273451774226933,1,,199.40072202166064,196.0,167.0,278.0,110468.0,15.11612911208014,-0.015087442936484327,-0.40414210159335445,0.11417910238321033,-0.11740194392406707,14.924194064731457,12.70245395501413,0.29027898980211425,1.174906369870392,553.5,88.60651872842556,0.8859233360182348,0.9857524487978628,3.7662301977903128
ID5367,5367,46,515.0,365.78936307791787,584.6134820562561,0.0,6.0,6,12.809712968202843,1,,205.29400386847195,202.0,177.0,255.0,106137.0,14.554049984573792,-0.008443132327662238,-0.24021956018466042,0.32652996204670165,0.4184076135247458,13.825616766450711,12.625912126270935,3.1241236645157047,1.0950192451984149,515.5,85.89280159107912,0.8780616242042245,0.9644527595884004,3.7830530691602005
ID4727,4727,46,480.0,365.56798473812,584.8260492542491,0.0,7.0,7,12.367210692444413,1,,205.0496894409938,202.0,168.0,266.0,99039.0,15.086253219749665,-0.011226305453310964,-0.3086367728647848,0.06190759883606169,0.2797789433890479,13.274495999593015,12.208906997455301,-0.8709697516849348,1.0872796395582187,480.5,81.22994481219716,0.9151050240213651,0.9856410256410256,3.7056932136847505
ID5144,5144,46,571.0,365.1883040935673,588.272514619883,0.0,1.0,1,13.469841688927183,1,,190.73157894736843,188.0,162.0,249.0,108717.0,13.945155666792857,-0.02303784424967495,-0.6450499264663748,0.063223850130829,-0.0692489409697674,14.729590492326281,12.83581208401807,0.10975384778114505,1.147538651696698,570.0,90.14832817111744,0.8813925304784811,0.9777015437392796,3.775897958043489
ID5305,5305,46,527.0,365.69319987289487,584.4043533523991,0.0,5.0,5,12.921050085167158,1,,203.2590476190476,201.0,169.0,257.0,106711.0,14.455694981973377,-0.011090838915313542,-0.31539071486367487,-0.24264536900019754,0.10199423403032172,13.928383788871809,12.806311160495303,-0.0847197490585343,1.0876187228557945,524.5,87.07209458545363,0.869355433483379,0.9677121771217713,3.801948638771367
ID6573,6573,46,546.0,365.5124695863747,581.2694647201947,0.0,8.0,8,13.20733953636073,1,,206.8485401459854,205.0,174.0,286.0,113353.0,15.97509652605163,-0.01127388340580329,-0.2952816765131304,0.12310895437996366,0.014459916892285495,17.385300166198533,11.088919697931935,-1.2805066543002637,1.5678082842858772,547.9999999999999,94.06237677121939,0.7783206012480952,0.9522154648132057,4.018145594876524
